20230216 16:26:37 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java57 - started testscript namecancelButtonCreateNewView
20230216 16:26:39 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java130 - going to th url = https://login.salesforce.com
20230216 16:29:12 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java57 - started testscript namegoButton
20230216 16:29:14 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java130 - going to th url = https://login.salesforce.com
20230216 16:29:38 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java130 - going to th url = https://login.salesforce.com
20230216 16:30:29 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java220 - closing the browser
20230216 16:31:45 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java57 - started testscript nameerrorLoginWrongInputs
20230216 16:31:48 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java130 - going to th url = https://login.salesforce.com
20230216 16:32:17 INFO  [main] SalesForceTests.SFDCLoginTests SFDCLoginTests.java124 - inside logintoFirebase method
20230216 16:33:01 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java57 - started testscript nameforgotPasswordCheck
20230216 16:33:03 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java130 - going to th url = https://login.salesforce.com
20230216 16:33:07 INFO  [main] SalesForceTests.SFDCLoginTests SFDCLoginTests.java100 - inside logintoFirebase method
20230216 16:46:16 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java57 - started testscript nameusermenuDropdown
20230216 16:46:18 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java130 - going to th url = https://login.salesforce.com
20230216 16:46:48 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java220 - closing the browser
20230216 16:47:46 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java57 - started testscript nameusermenuDropdown
20230216 16:47:48 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java130 - going to th url = https://login.salesforce.com
20230216 16:48:20 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java220 - closing the browser
20230216 16:49:52 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java57 - started testscript nameusermenuDropdown
